wasted_computation_no_offload,wasted_computation_offload,charge_rate,discharge_rate,AI_computation,offload,no_offload,best_offload
391883,282296,0.004413793103448276,0.014758620689655172,0.015,91405,58117,103597.12230215827
372308,290705,0.004413793103448276,0.015172413793103448,0.006,93129,77700,101408.45070422534
380604,248124,0.004413793103448276,0.015172413793103448,0.009,101195,69402,101408.45070422534
387049,289304,0.004413793103448276,0.015172413793103448,0.012,89648,62959,101408.45070422534
392530,287033,0.004413793103448276,0.015172413793103448,0.015,89226,57478,101408.45070422534
373518,298150,0.004413793103448276,0.015586206896551724,0.006,90573,76489,99310.3448275862
381472,294025,0.004413793103448276,0.015586206896551724,0.009,89162,68535,99310.3448275862
387900,290029,0.004413793103448276,0.015586206896551724,0.012,88705,62108,99310.3448275862
393160,289528,0.004413793103448276,0.015586206896551724,0.015,87678,56848,99310.3448275862
374741,309840,0.004413793103448276,0.016,0.006,87019,75264,97297.2972972973
382447,277796,0.004413793103448276,0.016,0.009,91978,67562,97297.2972972973
388761,298786,0.004413793103448276,0.016,0.012,85414,61248,97297.2972972973
393879,292969,0.004413793103448276,0.016,0.015,86085,56130,97297.2972972973
303366,66755,0.004827586206896552,0.004,0.006,214574,146638,246093.75
328077,58629,0.004827586206896552,0.004,0.009,212163,121925,246093.75
345702,47664,0.004827586206896552,0.004,0.012,213098,104298,246093.75
358768,61393,0.004827586206896552,0.004,0.015,205904,91240,246093.75
307309,77919,0.004827586206896552,0.004413793103448276,0.006,207225,142695,235074.62686567166
330941,61571,0.004827586206896552,0.004413793103448276,0.009,207871,119068,235074.62686567166
347794,68648,0.004827586206896552,0.004413793103448276,0.012,202848,102209,235074.62686567166
360274,62136,0.004827586206896552,0.004413793103448276,0.015,203412,89730,235074.62686567166
311121,92060,0.004827586206896552,0.004827586206896552,0.006,199338,138881,225000.0
333470,86661,0.004827586206896552,0.004827586206896552,0.009,196710,116538,225000.0
349760,74399,0.004827586206896552,0.004827586206896552,0.012,198303,100246,225000.0
361872,80543,0.004827586206896552,0.004827586206896552,0.015,194352,88137,225000.0
314666,108259,0.004827586206896552,0.005241379310344827,0.006,191375,135341,215753.42465753423
336028,99870,0.004827586206896552,0.005241379310344827,0.009,189615,113980,215753.42465753423
351638,96661,0.004827586206896552,0.005241379310344827,0.012,188079,98370,215753.42465753423
363284,90999,0.004827586206896552,0.005241379310344827,0.015,188434,86722,215753.42465753423
318125,131766,0.004827586206896552,0.005655172413793104,0.006,181521,131883,207236.84210526312
338584,115982,0.004827586206896552,0.005655172413793104,0.009,181764,111421,207236.84210526312
353250,113733,0.004827586206896552,0.005655172413793104,0.012,179862,96754,207236.84210526312
364637,101406,0.004827586206896552,0.005655172413793104,0.015,182662,85370,207236.84210526312
321305,142635,0.004827586206896552,0.006068965517241379,0.006,175459,128702,199367.08860759495
340851,125978,0.004827586206896552,0.006068965517241379,0.009,175917,109158,199367.08860759495
354999,123320,0.004827586206896552,0.006068965517241379,0.012,174434,95004,199367.08860759495
366047,121383,0.004827586206896552,0.006068965517241379,0.015,173529,83956,199367.08860759495
324404,155048,0.004827586206896552,0.006482758620689655,0.006,168893,125603,192073.1707317073
343123,145233,0.004827586206896552,0.006482758620689655,0.009,167600,106883,192073.1707317073
356857,135017,0.004827586206896552,0.006482758620689655,0.012,168466,93152,192073.1707317073
367371,129923,0.004827586206896552,0.006482758620689655,0.015,168629,82635,192073.1707317073
327431,161061,0.004827586206896552,0.006896551724137931,0.006,164565,122578,185294.1176470588
345091,158909,0.004827586206896552,0.006896551724137931,0.009,161056,104916,185294.1176470588
358314,150319,0.004827586206896552,0.006896551724137931,0.012,161384,91694,185294.1176470588
368652,151642,0.004827586206896552,0.006896551724137931,0.015,159103,81351,185294.1176470588
